dato,skole,elevdag,sfodag,kommentar
2016-09-12,Dirdal skole,Ja,Ja,
2016-09-13,Dirdal skole,Ja,Ja,
2016-09-14,Dirdal skole,Ja,Ja,
2016-09-15,Dirdal skole,Ja,Ja,
2016-09-16,Dirdal skole,Ja,Ja,
2016-09-17,Dirdal skole,Nei,Nei,Lørdag
2016-09-18,Dirdal skole,Nei,Nei,Søndag
2016-09-19,Dirdal skole,Ja,Ja,
2016-09-20,Dirdal skole,Ja,Ja,
2016-09-21,Dirdal skole,Ja,Ja,
2016-09-22,Dirdal skole,Ja,Ja,
2016-09-23,Dirdal skole,Ja,Ja,
2016-09-24,Dirdal skole,Nei,Nei,Lørdag
2016-09-25,Dirdal skole,Nei,Nei,Søndag
2016-09-26,Dirdal skole,Ja,Ja,
2016-09-27,Dirdal skole,Ja,Ja,
2016-09-28,Dirdal skole,Ja,Ja,
2016-09-29,Dirdal skole,Ja,Ja,
2016-09-30,Dirdal skole,Ja,Ja,
2016-10-01,Dirdal skole,Nei,Nei,Lørdag
2016-10-02,Dirdal skole,Nei,Nei,Søndag
2016-10-03,Dirdal skole,Ja,Ja,
2016-10-04,Dirdal skole,Ja,Ja,
2016-10-05,Dirdal skole,Ja,Ja,
2016-10-06,Dirdal skole,Ja,Ja,
2016-10-07,Dirdal skole,Ja,Ja,
2016-10-08,Dirdal skole,Nei,Nei,Lørdag
2016-10-09,Dirdal skole,Nei,Nei,Søndag
2016-10-10,Dirdal skole,Nei,Ja,Høstferie 
2016-10-11,Dirdal skole,Nei,Ja,Høstferie 
2016-10-12,Dirdal skole,Nei,Ja,Høstferie 
2016-10-13,Dirdal skole,Nei,Ja,Høstferie 
2016-10-14,Dirdal skole,Nei,Ja,Høstferie 
2016-10-15,Dirdal skole,Nei,Nei,Lørdag
2016-10-16,Dirdal skole,Nei,Nei,Søndag
2016-10-17,Dirdal skole,Ja,Ja,
2016-10-18,Dirdal skole,Ja,Ja,
2016-10-19,Dirdal skole,Ja,Ja,
2016-10-20,Dirdal skole,Ja,Ja,
2016-10-21,Dirdal skole,Ja,Ja,
2016-10-22,Dirdal skole,Nei,Nei,Lørdag
2016-10-23,Dirdal skole,Nei,Nei,Søndag
2016-10-24,Dirdal skole,Ja,Ja,
2016-10-25,Dirdal skole,Ja,Ja,
2016-10-26,Dirdal skole,Ja,Ja,
2016-10-27,Dirdal skole,Ja,Ja,
2016-10-28,Dirdal skole,Ja,Ja,
2016-10-29,Dirdal skole,Nei,Nei,Lørdag
2016-10-30,Dirdal skole,Nei,Nei,Søndag
2016-10-31,Dirdal skole,Ja,Ja,
2016-11-01,Dirdal skole,Ja,Ja,
2016-11-02,Dirdal skole,Ja,Ja,
2016-11-03,Dirdal skole,Ja,Ja,
2016-11-04,Dirdal skole,Ja,Ja,
2016-11-05,Dirdal skole,Nei,Nei,Lørdag
2016-11-06,Dirdal skole,Nei,Nei,Søndag
2016-11-07,Dirdal skole,Ja,Ja,
2016-11-08,Dirdal skole,Ja,Ja,
2016-11-09,Dirdal skole,Ja,Ja,
2016-11-10,Dirdal skole,Ja,Ja,
2016-11-11,Dirdal skole,Ja,Ja,
2016-11-12,Dirdal skole,Nei,Nei,Lørdag
2016-11-13,Dirdal skole,Nei,Nei,Søndag
2016-11-14,Dirdal skole,Ja,Ja,
2016-11-15,Dirdal skole,Ja,Ja,
2016-11-16,Dirdal skole,Ja,Ja,
2016-11-17,Dirdal skole,Ja,Ja,
2016-11-18,Dirdal skole,Nei,ja,Plandag 
2016-11-19,Dirdal skole,Nei,Nei,Lørdag
2016-11-20,Dirdal skole,Nei,Nei,Søndag
2016-11-21,Dirdal skole,Ja,Ja,
2016-11-22,Dirdal skole,Ja,Ja,
2016-11-23,Dirdal skole,Ja,Ja,
2016-11-24,Dirdal skole,Ja,Ja,
2016-11-25,Dirdal skole,Ja,Ja,
2016-11-26,Dirdal skole,Nei,Nei,Lørdag
2016-11-27,Dirdal skole,Nei,Nei,Søndag
2016-11-28,Dirdal skole,Ja,Ja,
2016-11-29,Dirdal skole,Ja,Ja,
2016-11-30,Dirdal skole,Ja,Ja,
2016-12-01,Dirdal skole,Ja,Ja,
2016-12-02,Dirdal skole,Ja,Ja,
2016-12-03,Dirdal skole,Nei,Nei,Lørdag
2016-12-04,Dirdal skole,Nei,Nei,Søndag
2016-12-05,Dirdal skole,Ja,Ja,
2016-12-06,Dirdal skole,Ja,Ja,
2016-12-07,Dirdal skole,Ja,Ja,
2016-12-08,Dirdal skole,Ja,Ja,
2016-12-09,Dirdal skole,Ja,Ja,
2016-12-10,Dirdal skole,Nei,Nei,Lørdag
2016-12-11,Dirdal skole,Nei,Nei,Søndag
2016-12-12,Dirdal skole,Ja,Ja,
2016-12-13,Dirdal skole,Ja,Ja,
2016-12-14,Dirdal skole,Ja,Ja,
2016-12-15,Dirdal skole,Ja,Ja,
2016-12-16,Dirdal skole,Ja,Ja,
2016-12-17,Dirdal skole,Nei,Nei,Lørdag
2016-12-18,Dirdal skole,Nei,Nei,Søndag
2016-12-19,Dirdal skole,Ja,Ja,
2016-12-20,Dirdal skole,Ja,Ja,
2016-12-21,Dirdal skole,Nei,Ja,Juleferie 
2016-12-22,Dirdal skole,Nei,Ja,Juleferie 
2016-12-23,Dirdal skole,Nei,Ja,Juleferie 
2016-12-24,Dirdal skole,Nei,Nei,Lørdag
2016-12-25,Dirdal skole,Nei,Nei,Søndag
2016-12-26,Dirdal skole,Nei,Nei,2.juledag
2016-12-27,Dirdal skole,Nei,Ja,Juleferie 
2016-12-28,Dirdal skole,Nei,Ja,Juleferie 
2016-12-29,Dirdal skole,Nei,Ja,Juleferie 
2016-12-30,Dirdal skole,Nei,Ja,Juleferie 
2016-12-31,Dirdal skole,Nei,Nei,Lørdag
2017-01-01,Dirdal skole,Nei,Nei,Søndag
2017-01-02,Dirdal skole,Nei,Ja,Plandag 
2017-01-03,Dirdal skole,Ja,Ja,
2017-01-04,Dirdal skole,Ja,Ja,
2017-01-05,Dirdal skole,Ja,Ja,
2017-01-06,Dirdal skole,Ja,Ja,
2017-01-07,Dirdal skole,Nei,Nei,Lørdag
2017-01-08,Dirdal skole,Nei,Nei,Søndag
2017-01-09,Dirdal skole,Ja,Ja,
2017-01-10,Dirdal skole,Ja,Ja,
2017-01-11,Dirdal skole,Ja,Ja,
2017-01-12,Dirdal skole,ja,Ja,
2017-01-13,Dirdal skole,ja,Ja,
2017-01-14,Dirdal skole,Nei,Nei,Lørdag
2017-01-15,Dirdal skole,Nei,Nei,Søndag
2017-01-16,Dirdal skole,Ja,Ja,
2017-01-17,Dirdal skole,Ja,Ja,
2017-01-18,Dirdal skole,Ja,Ja,
2017-01-19,Dirdal skole,ja,Ja,
2017-01-20,Dirdal skole,ja,Ja,
2017-01-21,Dirdal skole,Nei,Nei,Lørdag
2017-01-22,Dirdal skole,Nei,Nei,Søndag
2017-01-23,Dirdal skole,Ja,Ja,
2017-01-24,Dirdal skole,Ja,Ja,
2017-01-25,Dirdal skole,Ja,Ja,
2017-01-26,Dirdal skole,ja,Ja,
2017-01-27,Dirdal skole,ja,Ja,
2017-01-28,Dirdal skole,Nei,Nei,Lørdag
2017-01-29,Dirdal skole,Nei,Nei,Søndag
2017-01-30,Dirdal skole,Ja,Ja,
2017-01-31,Dirdal skole,Ja,Ja,
2017-02-01,Dirdal skole,Ja,Ja,
2017-02-02,Dirdal skole,ja,Ja,
2017-02-03,Dirdal skole,ja,Ja,
2017-02-04,Dirdal skole,Nei,Nei,Lørdag
2017-02-05,Dirdal skole,Nei,Nei,Søndag
2017-02-06,Dirdal skole,Ja,Ja,
2017-02-07,Dirdal skole,Ja,Ja,
2017-02-08,Dirdal skole,Ja,Ja,
2017-02-09,Dirdal skole,ja,Ja,
2017-02-10,Dirdal skole,ja,Ja,
2017-02-11,Dirdal skole,Nei,Nei,Lørdag
2017-02-12,Dirdal skole,Nei,Nei,Søndag
2017-02-13,Dirdal skole,Ja,Ja,
2017-02-14,Dirdal skole,Ja,Ja,
2017-02-15,Dirdal skole,Ja,Ja,
2017-02-16,Dirdal skole,ja,Ja,
2017-02-17,Dirdal skole,ja,Ja,
2017-02-18,Dirdal skole,Nei,Nei,Lørdag
2017-02-19,Dirdal skole,Nei,Nei,Søndag
2017-02-20,Dirdal skole,Ja,Ja,
2017-02-21,Dirdal skole,Ja,Ja,
2017-02-22,Dirdal skole,Ja,Ja,
2017-02-23,Dirdal skole,ja,Ja,
2017-02-24,Dirdal skole,ja,Ja,
2017-02-25,Dirdal skole,Nei,Nei,Lørdag
2017-02-26,Dirdal skole,Nei,Nei,Søndag
2017-02-27,Dirdal skole,Nei,Ja,Vinterferie 
2017-02-28,Dirdal skole,Nei,Ja,Vinterferie 
2017-03-01,Dirdal skole,Nei,Ja,Vinterferie 
2017-03-02,Dirdal skole,Nei,Ja,Vinterferie 
2017-03-03,Dirdal skole,Nei,Ja,Vinterferie 
2017-03-04,Dirdal skole,Nei,Nei,Lørdag
2017-03-05,Dirdal skole,Nei,Nei,Søndag
2017-03-06,Dirdal skole,Ja,Ja,
2017-03-07,Dirdal skole,Ja,Ja,
2017-03-08,Dirdal skole,Ja,Ja,
2017-03-09,Dirdal skole,ja,Ja,
2017-03-10,Dirdal skole,ja,Ja,
2017-03-11,Dirdal skole,Nei,Nei,Lørdag
2017-03-12,Dirdal skole,Nei,Nei,Søndag
2017-03-13,Dirdal skole,Ja,Ja,
2017-03-14,Dirdal skole,Ja,Ja,
2017-03-15,Dirdal skole,Ja,Ja,
2017-03-16,Dirdal skole,ja,Ja,
2017-03-17,Dirdal skole,ja,Ja,
2017-03-18,Dirdal skole,Nei,Nei,Lørdag
2017-03-19,Dirdal skole,Nei,Nei,Søndag
2017-03-20,Dirdal skole,Ja,Ja,
2017-03-21,Dirdal skole,Ja,Ja,
2017-03-22,Dirdal skole,Ja,Ja,
2017-03-23,Dirdal skole,ja,Ja,
2017-03-24,Dirdal skole,ja,Ja,
2017-03-25,Dirdal skole,Nei,Nei,Lørdag
2017-03-26,Dirdal skole,Nei,Nei,Søndag
2017-03-27,Dirdal skole,Ja,Ja,
2017-03-28,Dirdal skole,Ja,Ja,
2017-03-29,Dirdal skole,Ja,Ja,
2017-03-30,Dirdal skole,ja,Ja,
2017-03-31,Dirdal skole,ja,Ja,
2017-04-01,Dirdal skole,Nei,Nei,Lørdag
2017-04-02,Dirdal skole,Nei,Nei,Søndag
2017-04-03,Dirdal skole,Ja,Ja,
2017-04-04,Dirdal skole,Ja,Ja,
2017-04-05,Dirdal skole,Ja,Ja,
2017-04-06,Dirdal skole,ja,Ja,
2017-04-07,Dirdal skole,ja,Ja,
2017-04-08,Dirdal skole,Nei,Nei,Lørdag
2017-04-09,Dirdal skole,Nei,Nei,Søndag
2017-04-10,Dirdal skole,Nei,Ja,Påskeferie 
2017-04-11,Dirdal skole,Nei,Ja,Påskeferie 
2017-04-12,Dirdal skole,Nei,nei,Påskeferie 
2017-04-13,Dirdal skole,Nei,Nei,Påskeferie/Helligdag 
2017-04-14,Dirdal skole,Nei,Nei,Påskeferie/Helligdag 
2017-04-15,Dirdal skole,Nei,Nei,Lørdag
2017-04-16,Dirdal skole,Nei,Nei,Søndag
2017-04-17,Dirdal skole,Nei,Nei,Påskeferie/Helligdag 
2017-04-18,Dirdal skole,Nei,Ja,Plandag 
2017-04-19,Dirdal skole,Ja,Ja,
2017-04-20,Dirdal skole,Ja,Ja,
2017-04-21,Dirdal skole,Ja,Ja,
2017-04-22,Dirdal skole,Nei,Nei,Lørdag
2017-04-23,Dirdal skole,Nei,Nei,Søndag
2017-04-24,Dirdal skole,Ja,Ja,
2017-04-25,Dirdal skole,Ja,Ja,
2017-04-26,Dirdal skole,Ja,Ja,
2017-04-27,Dirdal skole,ja,Ja,
2017-04-28,Dirdal skole,ja,Ja,
2017-04-29,Dirdal skole,Nei,Nei,Lørdag
2017-04-30,Dirdal skole,Nei,Nei,Søndag
2017-05-01,Dirdal skole,Nei,Nei,Off.fridag 
2017-05-02,Dirdal skole,Ja,Ja,
2017-05-03,Dirdal skole,Ja,Ja,
2017-05-04,Dirdal skole,Ja,Ja,
2017-05-05,Dirdal skole,Ja,Ja,
2017-05-06,Dirdal skole,Nei,Nei,Lørdag
2017-05-07,Dirdal skole,Nei,Nei,Søndag
2017-05-08,Dirdal skole,Ja,Ja,
2017-05-09,Dirdal skole,Ja,Ja,
2017-05-10,Dirdal skole,Ja,Ja,
2017-05-11,Dirdal skole,ja,Ja,
2017-05-12,Dirdal skole,ja,Ja,
2017-05-13,Dirdal skole,Nei,Nei,Lørdag
2017-05-14,Dirdal skole,Nei,Nei,Søndag
2017-05-15,Dirdal skole,Ja,Ja,
2017-05-16,Dirdal skole,Ja,Ja,
2017-05-17,Dirdal skole,Nei,Nei,Grunnlovsdag 
2017-05-18,Dirdal skole,Ja,Ja,
2017-05-19,Dirdal skole,Ja,Ja,
2017-05-20,Dirdal skole,Nei,Nei,Lørdag
2017-05-21,Dirdal skole,Nei,Nei,Søndag
2017-05-22,Dirdal skole,Ja,Ja,
2017-05-23,Dirdal skole,Ja,Ja,
2017-05-24,Dirdal skole,Ja,Ja,
2017-05-25,Dirdal skole,Nei,Nei,Kr.H.f
2017-05-26,Dirdal skole,Nei,Ja,
2017-05-27,Dirdal skole,Nei,Nei,Lørdag
2017-05-28,Dirdal skole,Nei,Nei,Søndag
2017-05-29,Dirdal skole,Ja,Ja,
2017-05-30,Dirdal skole,Ja,Ja,
2017-05-31,Dirdal skole,Ja,Ja,
2017-06-01,Dirdal skole,ja,Ja,
2017-06-02,Dirdal skole,ja,Ja,
2017-06-03,Dirdal skole,Nei,Nei,Lørdag
2017-06-04,Dirdal skole,Nei,Nei,Søndag
2017-06-05,Dirdal skole,Nei,Nei,2.pinsedag 
2017-06-06,Dirdal skole,Ja,Ja,
2017-06-07,Dirdal skole,Ja,Ja,
2017-06-08,Dirdal skole,Ja,Ja,
2017-06-09,Dirdal skole,Ja,Ja,
2017-06-10,Dirdal skole,Nei,Nei,Lørdag
2017-06-11,Dirdal skole,Nei,Nei,Søndag
2017-06-12,Dirdal skole,Ja,Ja,
2017-06-13,Dirdal skole,Ja,Ja,
2017-06-14,Dirdal skole,Ja,Ja,
2017-06-15,Dirdal skole,ja,Ja,
2017-06-16,Dirdal skole,ja,Ja,
2017-06-17,Dirdal skole,Nei,Nei,Lørdag
2017-06-18,Dirdal skole,Nei,Nei,Søndag
2017-06-19,Dirdal skole,Ja,Ja,
2017-06-20,Dirdal skole,Ja,Ja,
2017-06-21,Dirdal skole,Ja,Ja,
2017-06-22,Dirdal skole,Ja,Ja,Siste skoledag før sommerferien 
2017-06-23,Dirdal skole,Nei,Ja,Sommerferie 
2017-06-24,Dirdal skole,Nei,Nei,Lørdag
2017-06-25,Dirdal skole,Nei,Nei,Søndag
2017-06-26,Dirdal skole,Nei,Ja,Sommerferie 
2017-06-27,Dirdal skole,Nei,Ja,Sommerferie 
2017-06-28,Dirdal skole,Nei,Ja,Sommerferie 
2017-06-29,Dirdal skole,Nei,Ja,Sommerferie 
2017-06-30,Dirdal skole,Nei,Ja,Sommerferie 
2017-07-01,Dirdal skole,Nei,Nei,Lørdag
2017-07-02,Dirdal skole,Nei,Nei,Søndag
2017-07-03,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-04,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-05,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-06,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-07,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-08,Dirdal skole,Nei,Nei,Lørdag
2017-07-09,Dirdal skole,Nei,Nei,Søndag
2017-07-10,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-11,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-12,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-13,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-14,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-15,Dirdal skole,Nei,Nei,Lørdag
2017-07-16,Dirdal skole,Nei,Nei,Søndag
2017-07-17,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-18,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-19,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-20,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-21,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-22,Dirdal skole,Nei,Nei,Lørdag
2017-07-23,Dirdal skole,Nei,Nei,Søndag
2017-07-24,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-25,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-26,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-27,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-28,Dirdal skole,Nei,Nei,Sommerferie 
2017-07-29,Dirdal skole,Nei,Nei,Lørdag
2017-07-30,Dirdal skole,Nei,Nei,Søndag
2017-07-31,Dirdal skole,Nei,Nei,Sommerferie 
2016-06-01,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-02,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-03,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-04,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-06-05,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-06-06,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-07,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-08,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-09,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-10,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-11,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-06-12,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-06-13,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-14,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-15,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-16,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-17,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-18,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-06-19,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-06-20,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-21,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-06-22,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,Siste skoledag før sommerferien 
2016-06-23,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-06-24,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-06-25,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-06-26,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-06-27,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-06-28,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-06-29,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-06-30,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-01,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-02,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-07-03,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-07-04,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-05,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-06,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-07,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-08,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-09,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-07-10,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-07-11,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-12,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-13,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-14,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-15,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-16,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-07-17,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-07-18,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-19,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-20,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-21,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-22,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-23,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-07-24,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-07-25,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-26,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-27,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-28,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-29,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-30,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-07-31,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-08-01,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-02,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-03,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-04,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-05,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-06,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-08-07,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-08-08,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-09,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-10,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-11,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Planleggingsdag
2016-08-12,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Planleggingsdag
2016-08-13,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-08-14,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-08-15,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Planleggingsdag
2016-08-16,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Planleggingsdag
2016-08-17,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-08-18,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-08-19,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-08-20,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-08-21,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-08-22,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-08-23,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-08-24,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-08-25,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-08-26,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-08-27,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-08-28,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-08-29,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-08-30,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-08-31,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-01,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-02,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-03,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-09-04,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-09-05,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-06,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-07,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-08,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-09,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-10,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-09-11,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-09-12,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-13,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-14,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-15,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-16,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-17,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-09-18,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-09-19,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-20,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-21,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-22,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-23,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-24,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-09-25,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-09-26,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-27,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-28,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-29,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-09-30,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-10-01,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-10-02,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
2016-10-03,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-10-04,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-10-05,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-10-06,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-10-07,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig,
2016-10-08,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Lørdag
2016-10-09,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Søndag
